,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
2931,Bachelors,2014,Bangalore,3,27,Male,No,5,1
2932,Bachelors,2012,Bangalore,3,28,Male,No,2,0
2933,Bachelors,2017,Bangalore,3,27,Male,No,5,0
2934,Bachelors,2018,Bangalore,3,29,Male,No,0,1
2935,Bachelors,2017,Bangalore,1,29,Female,No,5,0
2936,Bachelors,2017,Bangalore,3,27,Male,No,5,0
2937,Masters,2017,Bangalore,2,27,Male,No,5,1
2940,Bachelors,2012,Bangalore,3,28,Male,No,0,0
2942,Bachelors,2013,Bangalore,3,26,Male,No,4,0
2944,Bachelors,2013,Bangalore,2,26,Female,No,4,1
2948,Bachelors,2012,Bangalore,3,28,Female,No,3,0
2949,Bachelors,2015,Bangalore,3,26,Male,No,4,0
2954,Bachelors,2016,Bangalore,3,28,Male,No,3,1
2957,Masters,2017,Bangalore,2,26,Male,No,4,1
2958,Bachelors,2014,Bangalore,3,30,Female,No,2,0
2959,Bachelors,2014,Bangalore,3,29,Female,No,2,0
2961,Bachelors,2013,Bangalore,3,28,Male,No,0,0
2962,Bachelors,2018,Bangalore,3,29,Male,No,1,1
2963,Bachelors,2016,Bangalore,3,30,Female,No,3,0
2964,Bachelors,2017,Bangalore,3,30,Male,No,0,1
2967,Bachelors,2013,Bangalore,3,26,Female,No,4,0
2968,Bachelors,2014,Bangalore,1,28,Female,No,5,0
2970,Masters,2012,Bangalore,3,26,Female,No,4,1
2972,Bachelors,2015,Bangalore,3,26,Male,No,4,0
2974,Bachelors,2015,Bangalore,3,27,Female,No,5,0
2982,Bachelors,2013,Bangalore,3,28,Male,No,0,0
2984,Bachelors,2017,Bangalore,3,29,Male,No,1,0
2985,Bachelors,2013,Bangalore,3,26,Male,No,4,0
2989,Bachelors,2014,Bangalore,1,26,Male,No,4,0
2990,Bachelors,2018,Bangalore,3,36,Male,No,2,1
2991,Bachelors,2018,Bangalore,3,37,Male,No,4,1
2999,Bachelors,2017,Bangalore,3,33,Male,No,2,0
3002,Masters,2017,Bangalore,3,40,Female,No,4,0
3004,Bachelors,2016,Bangalore,3,41,Male,No,0,0
3005,Bachelors,2018,Bangalore,3,35,Female,Yes,5,1
3007,Bachelors,2017,Bangalore,3,31,Male,No,0,0
3008,Masters,2017,Bangalore,3,41,Female,No,2,1
3010,Bachelors,2016,Bangalore,3,37,Female,No,0,0
3011,Bachelors,2018,Bangalore,3,32,Female,No,3,1
3012,Bachelors,2015,Bangalore,3,37,Male,Yes,3,0
3013,Bachelors,2016,Bangalore,3,32,Male,No,1,0
3015,Bachelors,2014,Bangalore,3,36,Male,No,3,0
3016,Bachelors,2015,Bangalore,3,36,Male,No,5,0
3017,Bachelors,2017,Bangalore,3,41,Male,Yes,3,0
3020,Bachelors,2013,Bangalore,3,32,Male,No,1,0
3021,Bachelors,2012,Bangalore,3,36,Male,No,2,0
3022,Bachelors,2013,Bangalore,3,36,Male,No,4,0
3023,Bachelors,2014,Bangalore,3,36,Male,No,1,0
3024,Bachelors,2018,Bangalore,3,32,Female,Yes,2,1
3025,Bachelors,2018,Bangalore,3,34,Male,No,3,1
3026,Bachelors,2018,Bangalore,3,37,Male,Yes,5,1
3032,Masters,2012,Bangalore,2,32,Male,No,3,1
3035,Bachelors,2014,Bangalore,3,38,Female,No,2,1
3038,Bachelors,2014,Bangalore,3,39,Male,Yes,0,0
3039,Bachelors,2013,Bangalore,3,39,Male,No,0,0
3040,Bachelors,2014,Bangalore,3,33,Male,No,4,0
3042,Bachelors,2014,Bangalore,3,35,Female,No,2,1
3043,Bachelors,2014,Bangalore,3,36,Male,No,5,0
3045,Bachelors,2013,Bangalore,3,37,Female,No,5,0
3047,Bachelors,2017,Bangalore,3,36,Male,No,5,0
3049,Bachelors,2017,Bangalore,3,33,Male,No,2,0
3050,Bachelors,2018,Bangalore,3,38,Male,No,2,1
3051,Bachelors,2015,Bangalore,3,34,Male,No,5,0
3052,Bachelors,2012,Bangalore,3,34,Male,No,1,0
3054,Bachelors,2012,Bangalore,3,39,Female,No,2,0
3055,Bachelors,2012,Bangalore,3,41,Male,No,3,0
3056,Bachelors,2018,Bangalore,3,34,Male,Yes,2,1
3058,Bachelors,2012,Bangalore,3,33,Male,No,2,0
3059,Bachelors,2015,Bangalore,3,39,Male,No,3,0
3062,Bachelors,2016,Bangalore,3,34,Male,Yes,4,0
3063,Bachelors,2013,Bangalore,3,40,Female,Yes,5,0
3066,Bachelors,2013,Bangalore,3,32,Male,No,5,0
3068,Bachelors,2014,Bangalore,3,39,Male,No,2,0
3069,Bachelors,2016,Bangalore,3,33,Male,No,1,1
3070,Bachelors,2014,Bangalore,3,40,Female,No,4,0
3071,Bachelors,2016,Bangalore,3,39,Male,No,0,1
3072,Bachelors,2017,Bangalore,3,35,Male,Yes,2,0
3073,Bachelors,2017,Bangalore,3,32,Male,No,1,0
3075,Bachelors,2017,Bangalore,3,40,Female,No,4,0
3078,Masters,2018,Bangalore,3,39,Male,No,3,1
3079,Bachelors,2012,Bangalore,3,37,Female,No,5,1
3080,Bachelors,2018,Bangalore,3,36,Male,No,1,1
3086,Bachelors,2016,Bangalore,3,32,Male,No,1,0
3087,Bachelors,2017,Bangalore,3,37,Male,No,2,1
3090,Bachelors,2012,Bangalore,3,35,Female,No,1,0
3091,Bachelors,2015,Bangalore,3,40,Female,No,2,0
3092,Bachelors,2016,Bangalore,3,39,Female,No,1,0
3093,Bachelors,2017,Bangalore,3,39,Female,No,1,0
3096,Bachelors,2012,Bangalore,1,36,Male,No,3,0
3101,Bachelors,2014,Bangalore,3,33,Female,No,1,0
3104,Bachelors,2014,Bangalore,3,32,Male,No,4,0
3106,Bachelors,2015,Bangalore,3,38,Male,No,4,0
3107,Bachelors,2015,Bangalore,3,32,Male,No,2,0
3108,Bachelors,2013,Bangalore,3,31,Female,Yes,3,1
3109,Bachelors,2015,Bangalore,3,39,Female,No,0,0
3113,Bachelors,2014,Bangalore,3,40,Female,No,0,0
3114,Bachelors,2016,Bangalore,3,41,Male,No,1,0
3122,Bachelors,2015,Bangalore,2,32,Female,No,2,1
3124,Bachelors,2012,Bangalore,3,31,Male,No,4,0
3126,Bachelors,2014,Bangalore,3,35,Male,No,3,0
3128,Bachelors,2014,Bangalore,3,39,Male,Yes,1,0
3130,Bachelors,2013,Bangalore,3,38,Female,No,4,0
3131,Masters,2017,Bangalore,3,39,Female,No,4,1
3132,Bachelors,2012,Bangalore,3,41,Male,No,3,0
3137,Bachelors,2014,Bangalore,3,34,Male,Yes,3,0
3139,Masters,2017,Bangalore,2,41,Male,No,4,0
3142,Bachelors,2012,Bangalore,3,37,Male,No,4,0
3143,Bachelors,2015,Bangalore,3,38,Male,No,3,1
3144,Bachelors,2014,Bangalore,3,37,Male,No,4,0
3145,Bachelors,2017,Bangalore,3,34,Male,No,5,0
3146,Bachelors,2014,Bangalore,1,39,Male,No,5,0
3149,Bachelors,2012,Bangalore,3,33,Female,No,5,0
3150,Bachelors,2012,Bangalore,3,34,Male,No,4,0
3152,Bachelors,2012,Bangalore,3,33,Female,Yes,0,0
3156,Bachelors,2017,Bangalore,3,40,Male,Yes,1,0
3158,Bachelors,2016,Bangalore,3,36,Female,No,5,1
3159,Bachelors,2014,Bangalore,3,36,Male,No,4,0
3160,Bachelors,2014,Bangalore,3,36,Female,No,1,1
3162,Bachelors,2015,Bangalore,3,38,Male,Yes,4,0
3165,Bachelors,2014,Bangalore,1,37,Male,No,5,0
3167,Bachelors,2013,Bangalore,3,35,Male,No,2,1
3170,Bachelors,2017,Bangalore,3,35,Female,No,3,0
3171,Bachelors,2012,Bangalore,3,41,Female,No,5,0
3172,Bachelors,2015,Bangalore,3,32,Male,No,4,0
3173,Bachelors,2013,Bangalore,3,41,Male,No,2,0
3176,Bachelors,2017,Bangalore,3,34,Male,No,3,1
3180,Bachelors,2014,Bangalore,3,40,Female,No,3,0
3181,Bachelors,2016,Bangalore,3,31,Male,No,1,1
3182,Masters,2015,Bangalore,3,32,Female,No,2,1
3185,Bachelors,2013,Bangalore,3,32,Female,No,4,0
3186,Bachelors,2014,Bangalore,3,38,Male,No,2,0
3191,PHD,2014,Bangalore,3,31,Male,No,1,0
3196,Bachelors,2017,Bangalore,3,35,Male,No,5,0
3198,Bachelors,2012,Bangalore,1,32,Male,No,1,1
3200,Bachelors,2015,Bangalore,3,36,Female,No,5,0
3203,Bachelors,2013,Bangalore,1,39,Female,No,1,1
3206,Masters,2014,Bangalore,3,35,Female,No,2,1
3209,Bachelors,2013,Bangalore,3,38,Male,No,1,0
3210,Bachelors,2012,Bangalore,3,32,Female,No,1,1
3211,Bachelors,2018,Bangalore,3,36,Male,No,3,1
3212,Bachelors,2012,Bangalore,3,35,Male,No,1,0
3221,Bachelors,2012,Bangalore,3,38,Female,No,5,0
3222,Bachelors,2013,Bangalore,3,33,Male,No,3,0
3223,Bachelors,2014,Bangalore,3,36,Female,No,3,0
3224,Bachelors,2017,Bangalore,3,41,Male,No,5,0
3226,Bachelors,2013,Bangalore,3,31,Female,No,4,1
3227,Bachelors,2012,Bangalore,3,33,Female,No,1,0
3228,Bachelors,2015,Bangalore,3,39,Male,Yes,2,0
3230,Bachelors,2015,Bangalore,3,35,Male,No,0,0
3232,Bachelors,2016,Bangalore,3,36,Female,No,0,0
3234,Bachelors,2015,Bangalore,1,35,Male,No,5,0
3239,Bachelors,2016,Bangalore,3,36,Male,No,0,0
3241,Bachelors,2015,Bangalore,3,38,Male,Yes,2,0
3242,Bachelors,2014,Bangalore,3,34,Male,No,3,1
3243,Bachelors,2012,Bangalore,3,39,Female,No,5,0
3245,Bachelors,2014,Bangalore,3,35,Male,No,1,0
3246,Masters,2018,Bangalore,3,31,Male,No,2,1
3247,Bachelors,2012,Bangalore,3,41,Female,No,4,0
3248,Bachelors,2017,Bangalore,3,35,Female,No,4,0
3249,Bachelors,2015,Bangalore,1,40,Male,No,2,0
3250,Bachelors,2018,Bangalore,3,33,Female,No,4,1
3251,Bachelors,2016,Bangalore,3,37,Female,No,0,0
3252,PHD,2018,Bangalore,3,36,Female,No,3,1
3253,Bachelors,2012,Bangalore,3,40,Male,No,0,0
3258,Bachelors,2017,Bangalore,3,37,Female,No,4,0
3262,Bachelors,2012,Bangalore,3,38,Female,No,3,0
3266,Bachelors,2017,Bangalore,1,39,Male,No,0,0
3269,Bachelors,2015,Bangalore,3,32,Male,No,0,0
3270,Bachelors,2017,Bangalore,3,34,Female,No,2,0
3271,Bachelors,2017,Bangalore,3,41,Male,No,1,0
3272,Masters,2012,Bangalore,3,40,Female,No,5,0
3274,Bachelors,2013,Bangalore,3,35,Male,No,0,0
3276,Bachelors,2013,Bangalore,3,40,Female,No,4,0
3279,Bachelors,2017,Bangalore,3,34,Male,No,3,0
3282,Bachelors,2014,Bangalore,3,39,Male,No,5,0
3287,PHD,2014,Bangalore,3,38,Female,No,3,0
3289,Bachelors,2012,Bangalore,3,41,Male,No,5,0
3290,Bachelors,2013,Bangalore,2,38,Female,No,1,1
3291,Bachelors,2012,Bangalore,3,37,Male,No,4,0
3292,Bachelors,2014,Bangalore,3,39,Male,No,5,1
3293,Bachelors,2018,Bangalore,3,35,Male,No,1,1
3301,Bachelors,2016,Bangalore,3,34,Male,Yes,2,0
3302,Bachelors,2016,Bangalore,1,39,Male,No,2,0
3303,Bachelors,2012,Bangalore,3,38,Male,No,2,0
3305,Bachelors,2017,Bangalore,3,35,Female,No,5,0
3306,Bachelors,2013,Bangalore,3,31,Male,No,2,0
3310,Bachelors,2014,Bangalore,3,38,Male,No,0,0
3311,Bachelors,2012,Bangalore,3,31,Male,Yes,5,0
3312,PHD,2014,Bangalore,3,39,Male,No,1,0
3315,Bachelors,2015,Bangalore,3,39,Female,No,3,1
3316,Bachelors,2012,Bangalore,3,39,Male,No,0,0
3317,Bachelors,2013,Bangalore,3,35,Female,No,0,0
3319,Bachelors,2013,Bangalore,3,35,Male,No,5,0
3320,Masters,2017,Bangalore,3,34,Female,No,4,0
3321,Bachelors,2014,Bangalore,3,41,Male,No,4,0
3322,Bachelors,2017,Bangalore,3,35,Male,No,5,0
3323,Bachelors,2013,Bangalore,3,40,Male,No,1,0
3327,Bachelors,2016,Bangalore,3,39,Female,No,5,0
3328,Bachelors,2016,Bangalore,3,41,Male,No,1,1
3329,Bachelors,2017,Bangalore,3,32,Male,No,5,0
3331,Bachelors,2014,Bangalore,3,31,Male,No,1,0
3332,Bachelors,2012,Bangalore,3,40,Male,No,3,0
3335,Bachelors,2016,Bangalore,3,37,Female,No,0,0
3336,Bachelors,2014,Bangalore,3,36,Female,No,3,0
3337,Bachelors,2015,Bangalore,2,39,Female,No,0,1
3342,Bachelors,2017,Bangalore,3,36,Female,No,3,0
3344,Bachelors,2014,Bangalore,3,40,Male,No,0,0
3346,Bachelors,2012,Bangalore,3,37,Male,No,3,1
3349,Bachelors,2017,Bangalore,3,34,Female,Yes,0,0
3350,Bachelors,2012,Bangalore,3,37,Male,No,3,0
3351,Bachelors,2017,Bangalore,3,35,Male,No,3,0
3354,Bachelors,2014,Bangalore,3,31,Male,No,0,1
3355,Bachelors,2016,Bangalore,3,41,Male,No,4,0
3358,Bachelors,2018,Bangalore,1,36,Male,Yes,1,0
3360,Bachelors,2014,Bangalore,3,40,Female,No,0,0
3361,Bachelors,2017,Bangalore,3,34,Male,No,3,0
3364,Bachelors,2017,Bangalore,2,37,Male,No,2,1
3366,Bachelors,2016,Bangalore,3,31,Male,No,3,0
3367,Bachelors,2013,Bangalore,1,40,Male,No,2,0
3368,Bachelors,2017,Bangalore,3,40,Female,No,4,0
3369,Bachelors,2015,Bangalore,3,31,Male,No,1,0
3371,Bachelors,2017,Bangalore,3,38,Male,Yes,2,0
3374,Bachelors,2013,Bangalore,3,41,Male,Yes,2,1
3377,PHD,2013,Bangalore,3,39,Male,No,2,1
3379,Bachelors,2012,Bangalore,3,31,Female,No,3,0
3381,Bachelors,2015,Bangalore,3,37,Female,No,0,0
3383,Bachelors,2013,Bangalore,3,31,Male,No,1,0
3384,Bachelors,2017,Bangalore,3,32,Male,No,2,0
3385,Bachelors,2017,Bangalore,3,34,Female,Yes,1,0
3388,Bachelors,2015,Bangalore,3,40,Female,No,1,0
3390,Bachelors,2012,Bangalore,3,39,Male,No,3,0
3392,Bachelors,2015,Bangalore,3,36,Male,No,4,0
3393,Bachelors,2014,Bangalore,3,32,Male,No,5,0
3394,Bachelors,2013,Bangalore,3,41,Male,No,2,0
3395,Bachelors,2013,Bangalore,3,32,Male,No,0,0
3396,Bachelors,2017,Bangalore,3,36,Male,No,2,0
3397,Bachelors,2013,Bangalore,3,40,Male,No,4,0
3398,Bachelors,2018,Bangalore,3,32,Male,Yes,1,1
3399,Bachelors,2016,Bangalore,3,38,Male,No,1,0
3400,Bachelors,2018,Bangalore,3,41,Male,No,4,1
3402,Bachelors,2016,Bangalore,3,36,Female,No,1,0
3403,Bachelors,2014,Bangalore,3,35,Female,No,4,0
3404,Bachelors,2016,Bangalore,3,31,Male,No,2,0
3406,Bachelors,2013,Bangalore,3,41,Female,No,4,0
3407,Bachelors,2013,Bangalore,3,31,Male,No,0,0
3410,Bachelors,2017,Bangalore,3,34,Male,No,0,0
3411,Bachelors,2015,Bangalore,3,39,Female,No,0,0
3412,Bachelors,2014,Bangalore,3,33,Male,No,1,1
3414,Bachelors,2016,Bangalore,1,34,Male,Yes,2,1
3416,Bachelors,2012,Bangalore,3,38,Female,No,4,1
3417,Bachelors,2013,Bangalore,3,35,Male,No,3,1
3420,Bachelors,2012,Bangalore,3,32,Female,No,2,1
3422,PHD,2013,Bangalore,2,41,Male,No,2,1
3424,Bachelors,2013,Bangalore,3,39,Male,No,2,0
3425,Bachelors,2012,Bangalore,3,31,Male,Yes,0,1
3427,Bachelors,2016,Bangalore,3,36,Male,No,2,0
3428,Bachelors,2017,Bangalore,2,38,Female,No,5,1
3429,Bachelors,2012,Bangalore,3,32,Male,No,5,0
3431,Bachelors,2017,Bangalore,3,39,Male,No,2,0
3435,Bachelors,2017,Bangalore,3,35,Male,No,1,1
3436,Bachelors,2015,Bangalore,3,36,Male,No,1,0
3438,Bachelors,2016,Bangalore,3,40,Male,No,0,1
3439,Bachelors,2012,Bangalore,3,37,Male,No,3,0
3442,Bachelors,2013,Bangalore,3,34,Female,No,2,0
3443,Bachelors,2013,Bangalore,3,31,Male,Yes,4,0
3445,Bachelors,2013,Bangalore,3,37,Male,No,2,0
3447,Bachelors,2015,Bangalore,3,36,Male,Yes,4,0
3448,Bachelors,2014,Bangalore,3,35,Female,No,4,0
3449,Bachelors,2014,Bangalore,3,34,Male,No,5,0
3450,Bachelors,2013,Bangalore,3,35,Male,No,0,1
3456,Bachelors,2014,Bangalore,3,33,Male,No,5,1
3458,Masters,2016,Bangalore,3,35,Female,No,1,1
3461,Bachelors,2016,Bangalore,3,37,Male,No,0,0
3462,Bachelors,2013,Bangalore,3,38,Female,No,4,0
3463,Bachelors,2015,Bangalore,3,41,Male,No,0,0
3464,Masters,2017,Bangalore,3,40,Male,No,4,1
3465,Bachelors,2017,Bangalore,3,39,Female,No,3,0
3468,Bachelors,2016,Bangalore,3,40,Male,No,0,0
3469,Bachelors,2016,Bangalore,3,41,Female,No,1,1
3470,Bachelors,2015,Bangalore,3,38,Male,Yes,4,0
3472,Bachelors,2018,Bangalore,3,41,Female,No,2,1
3474,Bachelors,2012,Bangalore,3,41,Male,Yes,0,0
3476,Bachelors,2013,Bangalore,3,36,Male,No,5,0
3479,Bachelors,2014,Bangalore,3,39,Male,No,5,0
3480,Bachelors,2017,Bangalore,3,38,Female,No,2,0
3483,Bachelors,2013,Bangalore,3,32,Female,No,1,0
3484,Masters,2014,Bangalore,3,38,Female,No,4,1
3485,Bachelors,2017,Bangalore,3,32,Male,No,5,0
3489,Bachelors,2017,Bangalore,3,34,Male,Yes,0,0
3490,Bachelors,2016,Bangalore,3,35,Male,No,4,0
3492,Bachelors,2016,Bangalore,3,32,Male,Yes,5,0
3494,Bachelors,2017,Bangalore,2,32,Female,No,2,1
3496,Bachelors,2012,Bangalore,3,41,Male,No,3,0
3498,Bachelors,2018,Bangalore,3,34,Female,No,3,1
3500,Bachelors,2017,Bangalore,3,41,Male,No,1,0
3502,Bachelors,2015,Bangalore,3,37,Female,No,5,0
3503,Bachelors,2016,Bangalore,3,34,Male,No,4,0
3504,Masters,2017,Bangalore,2,40,Female,Yes,2,0
3505,Bachelors,2015,Bangalore,3,39,Male,No,5,1
3508,Bachelors,2014,Bangalore,3,35,Female,No,2,0
3509,Masters,2013,Bangalore,3,37,Female,No,3,1
3512,Bachelors,2016,Bangalore,3,37,Male,No,2,0
3514,Bachelors,2015,Bangalore,3,39,Male,No,5,0
3516,Bachelors,2012,Bangalore,3,36,Male,No,1,1
3517,Bachelors,2012,Bangalore,3,36,Male,No,5,0
3518,Bachelors,2015,Bangalore,3,38,Male,No,3,0
3521,Bachelors,2013,Bangalore,3,31,Male,No,2,1
3522,Bachelors,2013,Bangalore,3,38,Male,No,5,0
3523,Bachelors,2017,Bangalore,3,36,Male,No,3,0
3524,Bachelors,2012,Bangalore,3,40,Male,No,1,0
3525,Bachelors,2017,Bangalore,3,41,Male,No,5,1
3526,Bachelors,2015,Bangalore,3,31,Female,No,4,0
3532,Bachelors,2014,Bangalore,3,38,Male,No,3,0
3535,Bachelors,2016,Bangalore,3,41,Male,No,3,0
3536,Bachelors,2018,Bangalore,3,32,Female,No,2,1
3537,Masters,2018,Bangalore,3,40,Female,No,3,1
3538,Bachelors,2012,Bangalore,3,39,Female,No,2,0
3540,Bachelors,2012,Bangalore,3,32,Male,No,4,0
3541,Bachelors,2018,Bangalore,3,41,Male,No,5,1
3542,Bachelors,2016,Bangalore,3,36,Male,No,2,0
3543,Bachelors,2016,Bangalore,3,31,Male,No,0,0
3544,Bachelors,2014,Bangalore,3,37,Male,No,4,0
3545,Bachelors,2014,Bangalore,3,33,Male,No,5,1
3554,Bachelors,2014,Bangalore,3,38,Female,No,4,0
3557,PHD,2015,Bangalore,3,31,Male,No,3,0
3558,Bachelors,2013,Bangalore,3,37,Male,No,5,0
3559,Bachelors,2014,Bangalore,3,32,Male,No,1,0
3560,Bachelors,2017,Bangalore,3,33,Male,No,3,0
3561,Bachelors,2014,Bangalore,3,37,Male,No,5,0
3562,Bachelors,2012,Bangalore,3,32,Male,No,3,0
3566,Masters,2017,Bangalore,2,39,Female,No,2,1
3569,Bachelors,2017,Bangalore,3,38,Male,No,0,1
3571,Bachelors,2018,Bangalore,3,38,Male,Yes,3,1
3572,Bachelors,2016,Bangalore,3,32,Male,No,4,0
3574,Bachelors,2013,Bangalore,3,34,Male,No,5,0
3575,Bachelors,2018,Bangalore,3,38,Male,Yes,1,1
3577,Bachelors,2015,Bangalore,3,34,Female,Yes,2,0
3580,Bachelors,2016,Bangalore,3,38,Male,Yes,1,0
3584,Bachelors,2017,Bangalore,3,35,Female,No,3,0
3585,Bachelors,2018,Bangalore,3,33,Male,No,5,1
3589,Bachelors,2016,Bangalore,3,37,Female,No,1,0
3590,Bachelors,2015,Bangalore,3,31,Male,No,5,0
3591,Bachelors,2012,Bangalore,3,35,Male,No,1,1
3592,Bachelors,2014,Bangalore,3,32,Male,No,3,0
3593,Bachelors,2015,Bangalore,3,32,Female,No,0,0
3594,Bachelors,2017,Bangalore,3,40,Female,No,5,0
3595,Bachelors,2012,Bangalore,3,34,Male,No,5,0
3597,PHD,2015,Bangalore,3,40,Male,No,3,0
3600,Bachelors,2013,Bangalore,3,33,Male,No,1,0
3601,Bachelors,2015,Bangalore,3,38,Male,No,3,1
3604,Bachelors,2016,Bangalore,3,33,Male,No,1,0
3607,Bachelors,2017,Bangalore,3,31,Male,No,1,0
3609,Bachelors,2013,Bangalore,3,38,Male,No,5,0
3613,Bachelors,2013,Bangalore,3,39,Male,No,0,0
3614,Bachelors,2015,Bangalore,3,32,Female,No,4,0
3615,Bachelors,2014,Bangalore,3,34,Male,No,1,0
3617,Bachelors,2014,Bangalore,1,39,Male,No,2,0
3618,Bachelors,2014,Bangalore,3,39,Male,No,5,0
3619,Bachelors,2016,Bangalore,3,33,Male,No,1,0
3623,Bachelors,2014,Bangalore,3,41,Male,No,5,0
3626,Bachelors,2014,Bangalore,3,41,Male,No,5,0
3627,Bachelors,2012,Bangalore,3,40,Male,No,4,0
3628,Bachelors,2014,Bangalore,3,36,Male,No,0,0
3629,Bachelors,2015,Bangalore,3,34,Male,No,0,0
3630,Bachelors,2013,Bangalore,3,32,Male,No,5,1
3631,Bachelors,2015,Bangalore,3,31,Male,No,4,0
3632,Bachelors,2012,Bangalore,3,36,Male,Yes,0,0
3634,Bachelors,2017,Bangalore,3,32,Male,No,2,0
3636,Bachelors,2016,Bangalore,3,34,Male,No,2,0
3637,Bachelors,2017,Bangalore,3,39,Male,No,3,0
3638,Bachelors,2018,Bangalore,3,38,Male,No,0,1
3642,Bachelors,2016,Bangalore,1,33,Female,Yes,3,0
3644,Bachelors,2018,Bangalore,3,33,Female,No,3,1
3645,Bachelors,2015,Bangalore,3,38,Male,No,1,1
3646,Masters,2017,Bangalore,2,32,Male,No,2,0
3650,Bachelors,2015,Bangalore,3,40,Male,No,5,0
3651,Bachelors,2016,Bangalore,3,38,Male,No,1,0
3655,Bachelors,2016,Bangalore,3,33,Male,No,3,0
3656,Bachelors,2017,Bangalore,3,37,Male,No,4,0
3657,Bachelors,2013,Bangalore,3,38,Male,No,0,0
3658,Bachelors,2018,Bangalore,3,32,Male,No,2,1
3659,Bachelors,2017,Bangalore,3,40,Female,No,2,0
3661,Bachelors,2016,Bangalore,3,38,Male,No,2,1
3662,Bachelors,2013,Bangalore,3,34,Male,No,5,0
3666,Bachelors,2013,Bangalore,3,35,Male,Yes,1,0
3667,Bachelors,2014,Bangalore,3,35,Male,No,0,1
3668,Bachelors,2012,Bangalore,3,33,Female,No,4,0
3671,Bachelors,2016,Bangalore,3,34,Male,No,3,0
3673,Masters,2016,Bangalore,3,32,Male,No,1,1
3674,Bachelors,2012,Bangalore,3,36,Male,No,5,0
3677,Bachelors,2014,Bangalore,1,34,Female,No,5,0
3680,Bachelors,2016,Bangalore,3,41,Male,No,2,0
3682,Bachelors,2013,Bangalore,3,33,Female,No,0,1
3688,Masters,2017,Bangalore,3,32,Female,No,4,1
3689,Bachelors,2017,Bangalore,3,41,Male,No,3,0
3690,Bachelors,2018,Bangalore,3,34,Female,Yes,2,1
3691,Masters,2017,Bangalore,3,38,Male,No,5,1
3692,Bachelors,2017,Bangalore,3,40,Female,No,3,0
3696,Bachelors,2018,Bangalore,3,39,Male,No,1,1
3697,Bachelors,2018,Bangalore,3,32,Male,No,3,1
3698,Bachelors,2015,Bangalore,3,38,Male,No,5,0
3699,Bachelors,2015,Bangalore,3,35,Male,No,3,0
3700,Bachelors,2013,Bangalore,1,38,Male,No,4,0
3705,Masters,2015,Bangalore,3,36,Male,No,0,0
3706,Bachelors,2017,Bangalore,3,35,Male,No,2,0
3708,Masters,2017,Bangalore,1,34,Male,No,1,0
3709,Bachelors,2015,Bangalore,3,36,Male,No,3,0
3714,Bachelors,2017,Bangalore,3,31,Male,No,0,0
3717,Bachelors,2015,Bangalore,3,35,Male,Yes,2,0
3718,Bachelors,2012,Bangalore,3,38,Male,Yes,0,0
3730,Bachelors,2015,Bangalore,3,39,Male,No,2,0
3731,Bachelors,2015,Bangalore,3,39,Male,No,2,1
3733,Bachelors,2015,Bangalore,3,32,Female,No,5,0
3736,Masters,2016,Bangalore,1,37,Male,No,2,1
3740,Bachelors,2016,Bangalore,3,39,Male,No,4,0
3741,Bachelors,2012,Bangalore,3,35,Male,No,1,1
3743,Bachelors,2015,Bangalore,3,34,Male,No,0,0
3745,Bachelors,2012,Bangalore,3,33,Male,No,1,0
3748,Bachelors,2015,Bangalore,3,37,Female,No,4,0
3749,Bachelors,2012,Bangalore,3,33,Male,No,0,0
3751,Bachelors,2017,Bangalore,3,41,Female,No,2,0
3755,Bachelors,2014,Bangalore,3,37,Male,No,1,0
3759,Bachelors,2012,Bangalore,3,38,Female,No,5,0
3760,Bachelors,2013,Bangalore,3,37,Female,No,1,0
3762,Bachelors,2015,Bangalore,3,33,Male,No,2,0
3763,Bachelors,2016,Bangalore,3,37,Male,No,4,0
3764,Bachelors,2016,Bangalore,3,41,Male,No,4,0
3765,Bachelors,2012,Bangalore,1,38,Female,No,1,0
3771,Bachelors,2012,Bangalore,3,36,Female,No,5,0
3772,Bachelors,2015,Bangalore,3,41,Male,No,1,0
3774,Bachelors,2016,Bangalore,3,36,Female,No,0,0
3775,Masters,2017,Bangalore,2,41,Male,Yes,2,1
3779,Bachelors,2014,Bangalore,3,40,Female,No,4,0
3781,Bachelors,2018,Bangalore,3,40,Male,Yes,3,1
3782,Masters,2018,Bangalore,3,40,Male,No,2,1
3783,Bachelors,2014,Bangalore,3,34,Male,No,3,0
3786,Bachelors,2016,Bangalore,3,37,Male,No,2,0
3788,Bachelors,2018,Bangalore,3,38,Male,No,1,1
3789,Bachelors,2016,Bangalore,3,40,Male,Yes,1,0
3791,Bachelors,2016,Bangalore,3,34,Male,Yes,1,0
3793,Bachelors,2015,Bangalore,3,40,Male,No,5,0
3795,Masters,2016,Bangalore,3,37,Male,No,2,1
3799,Bachelors,2016,Bangalore,1,38,Male,No,3,0
3801,Bachelors,2014,Bangalore,3,32,Male,No,2,1
3802,Bachelors,2013,Bangalore,3,37,Male,No,5,0
3804,Bachelors,2014,Bangalore,3,35,Male,No,2,0
3805,Bachelors,2016,Bangalore,3,40,Male,No,0,0
3806,Bachelors,2012,Bangalore,3,40,Male,Yes,2,0
3807,Bachelors,2015,Bangalore,3,39,Female,No,3,1
